C141,Manufacture of wearing apparel,,
C1410,Manufacture of wearing apparel,,
C142,Manufacture of articles of fur,,
C1420,Manufacture of articles of fur,,
C143,Manufacture of knitted and crocheted apparel,,
C1430,Manufacture of knitted and crocheted apparel,,
C15,Manufacture of leather and related products,,
C151,Tanning and dressing of leather; manufacture of luggage," saddlery and harness; dressing and dyeing of fur""",
C1511,Tanning and dressing of leather; dressing and dyeing of fur,,
C1512,Manufacture of luggage," saddlery and harness""",
C152,Manufacture of footwear,,
C1520,Manufacture of footwear,,
C16,Manufacture of wood and of products of wood and cork,,
C161,Sawmilling and planing of wood,,
C1610,Sawmilling and planing of wood,,
C162,Manufacture of products of wood," straw and plaiting materials""",
C1621,Manufacture of veneer sheets and wood-based panels,,
C1622,Manufacture of builders' carpentry and joinery,,
C1623,Manufacture of wooden containers,,
C1629,Manufacture of other products of wood; manufacture of articles of cork,,
C17,Manufacture of paper and paper products,,
C170,Manufacture of paper and paper products,,
C1701,Manufacture of pulp,,
C1702,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,,
C1709,Manufacture of other articles of paper and paperboard,,
C18,Printing and reproduction of recorded media,,
C181,Printing and service activities related to printing,,
C1811,Printing,,
C1812,Service activities related to printing,,
C182,Reproduction of recorded media,,
C1820,Reproduction of recorded media,,
C19,Manufacture of coke and refined petroleum products,,
C191,Manufacture of coke oven products,,
C1910,Manufacture of coke oven products,,
C192,Manufacture of refined petroleum products,,
C1920,Manufacture of refined petroleum products,,
C20,Manufacture of chemicals and chemical products,,
C201,Manufacture of basic chemicals," plastics and synthetic rubber in primary forms""",
C2011,Manufacture of basic chemicals,,
C2012,Manufacture of fertilizers and nitrogen compounds,,
C2013,Manufacture of plastics and synthetic rubber in primary forms,,
C202,Manufacture of other chemical products,,
C2021,Manufacture of pesticides and other agrochemical products,,
C2022,Manufacture of paints," printing ink and mastics""",
C2023,Manufacture of soap and detergents," perfumes and toilet preparations""",
C2029,Manufacture of other chemical products n.e.c.,,
C203,Manufacture of man-made fibres,,
C2030,Manufacture of man-made fibres,,
C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,
C210,Manufacture of pharmaceuticals,,
C2100,Manufacture of pharmaceuticals,,
C22,Manufacture of rubber and plastics products,,
C221,Manufacture of rubber products,,
C2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,,
C2219,Manufacture of other rubber products,,
C222,Manufacture of plastics products,,
C2220,Manufacture of plastics products,,
C23,Manufacture of other non-metallic mineral products,,
C231,Manufacture of glass and glass products,,
C2310,Manufacture of glass and glass products,,
C239,Manufacture of non-metallic mineral products n.e.c.,,
C2391,Manufacture of refractory products,,
C2392,Manufacture of clay building materials,,
C2393,Manufacture of other porcelain and ceramic products,,
C2394,Manufacture of cement,,
C2395,Manufacture of articles of concrete,,
C2396,Cutting,,
C2399,Manufacture of other non-metallic mineral products n.e.c.,,
C24,Manufacture of basic metals,,
C241,Manufacture of basic iron and steel,,
C2410,Manufacture of basic iron and steel,,
C242,Manufacture of basic precious and other non-ferrous metals,,
C2420,Manufacture of basic precious and other non-ferrous metals,,
C243,Casting of metals,,
C2431,Casting of iron and steel,,
C2432,Casting of non-ferrous metals,,
C25,Manufacture of fabricated metal products,,
C251,Manufacture of structural metal products," reservoirs and steam generators""",
C2511,Manufacture of structural metal products,,
C2512,Manufacture of tanks,,
C2513,Manufacture of steam generators,,
C252,Manufacture of weapons and ammunition,,
C2520,Manufacture of weapons and ammunition,,
C259,Manufacture of other fabricated metal products; metalworking service activities,,
C2591,Forging," stamping and roll-forming of metal; powder metallurgy""",
C2592,Treatment and coating of metals; machining,,
C2593,Manufacture of cutlery,,
C2599,Manufacture of other fabricated metal products n.e.c.,,
C26,Manufacture of computer,,
C261,Manufacture of electronic components and boards,,
C2610,Manufacture of electronic components and boards,,
C262,Manufacture of computers and peripheral equipment,,
C2620,Manufacture of computers and peripheral equipment,,
C263,Manufacture of communication equipment,,
C2630,Manufacture of communication equipment,,
C264,Manufacture of consumer electronics,,
C2640,Manufacture of consumer electronics,,
C265,Manufacture of measuring," navigating and control equipment; watches and clocks""",
C2651,Manufacture of measuring," navigating and control equipment""",
C2652,Manufacture of watches and clocks,,
C266,Manufacture of irradiation,,
C2660,Manufacture of irradiation,,
C267,Manufacture of optical instruments and photographic equipment,,
C2670,Manufacture of optical instruments and photographic equipment,,
C268,Manufacture of magnetic and optical media,,
C2680,Manufacture of magnetic and optical media,,
C27,Manufacture of electrical equipment,,
C271,Manufacture of electric motors," transformers and electricity distribution and control apparatus""",
C2710,Manufacture of electric motors," transformers and electricity distribution and control apparatus""",
C272,Manufacture of batteries and accumulators,,
C2720,Manufacture of batteries and accumulators,,
C273,Manufacture of wiring and wiring devices,,
C2731,Manufacture of fibre optic cables,,
C2732,Manufacture of other electronic and electric wires and cables,,
C2733,Manufacture of wiring devices,,
C274,Manufacture of electric lighting equipment,,
C2740,Manufacture of electric lighting equipment,,
C275,Manufacture of domestic appliances,,
C2750,Manufacture of domestic appliances,,
C279,Manufacture of other electrical equipment,,
C2790,Manufacture of other electrical equipment,,
C28,Manufacture of machinery and equipment n.e.c.,,
C281,Manufacture of general-purpose machinery,,
C2811,Manufacture of engines and turbines," vehicle and cycle engines""",
C2812,Manufacture of fluid power equipment,,
C2813,Manufacture of other pumps," taps and valves""",
C2814,Manufacture of bearings," gearing and driving elements""",
C2815,Manufacture of ovens,,
C2816,Manufacture of lifting and handling equipment,,
C2817,Manufacture of office machinery and equipment (except computers and peripheral equipment),,
C2818,Manufacture of power-driven hand tools,,
C2819,Manufacture of other general-purpose machinery,,
C282,Manufacture of special-purpose machinery,,
C2821,Manufacture of agricultural and forestry machinery,,
C2822,Manufacture of metal-forming machinery and machine tools,,
C2823,Manufacture of machinery for metallurgy,,
C2824,Manufacture of machinery for mining,,
C2825,Manufacture of machinery for food,,
C2826,Manufacture of machinery for textile,,
C2829,Manufacture of other special-purpose machinery,,
C29,Manufacture of motor vehicles,,
C291,Manufacture of motor vehicles,,
C2910,Manufacture of motor vehicles,,
C292,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,,
C2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,,
C293,Manufacture of parts and accessories for motor vehicles,,
C2930,Manufacture of parts and accessories for motor vehicles,,
C30,Manufacture of other transport equipment,,
C301,Building of ships and boats,,
C3011,Building of ships and floating structures,,
C3012,Building of pleasure and sporting boats,,
C302,Manufacture of railway locomotives and rolling stock,,
C3020,Manufacture of railway locomotives and rolling stock,,
C303,Manufacture of air and spacecraft and related machinery,,
C3030,Manufacture of air and spacecraft and related machinery,,
C304,Manufacture of military fighting vehicles,,
C3040,Manufacture of military fighting vehicles,,
C309,Manufacture of transport equipment n.e.c.,,
C3091,Manufacture of motorcycles,,
C3092,Manufacture of bicycles and invalid carriages,,
C3099,Manufacture of other transport equipment n.e.c.,,
C31,Manufacture of furniture,,
C310,Manufacture of furniture,,
C3100,Manufacture of furniture,,
C32,Other manufacturing,,
C321,Manufacture of jewellery,,
C3211,Manufacture of jewellery and related articles,,
C3212,Manufacture of imitation jewellery and related articles,,
C322,Manufacture of musical instruments,,
C3220,Manufacture of musical instruments,,
C323,Manufacture of sports goods,,
C3230,Manufacture of sports goods,,
C324,Manufacture of games and toys,,
C3240,Manufacture of games and toys,,
C325,Manufacture of medical and dental instruments and supplies,,
C3250,Manufacture of medical and dental instruments and supplies,,
C329,Other manufacturing n.e.c.,,
C3290,Other manufacturing n.e.c.,,
C33,Repair and installation of machinery and equipment,,
C331,Repair of fabricated metal products,,
C3311,Repair of fabricated metal products,,
C3312,Repair of machinery,,
C3313,Repair of electronic and optical equipment,,
C3314,Repair of electrical equipment,,
C3315,Repair of transport equipment,,
C3319,Repair of other equipment,,
C332,Installation of industrial machinery and equipment,,
C3320,Installation of industrial machinery and equipment,,
D,Electricity," steam and air conditioning supply""",
D35,Electricity," steam and air conditioning supply""",
D351,Electric power generation,,
D3510,Electric power generation,,
D352,Manufacture of gas; distribution of gaseous fuels through mains,,
D3520,Manufacture of gas; distribution of gaseous fuels through mains,,
D353,Steam and air conditioning supply,,
D3530,Steam and air conditioning supply,,
E,Water supply; sewerage,,
E36,Water collection,,
E360,Water collection,,
E3600,Water collection,,
E37,Sewerage,,
E370,Sewerage,,
E3700,Sewerage,,
E38,Waste collection,,
E381,Waste collection,,
E3811,Collection of non-hazardous waste,,
E3812,Collection of hazardous waste,,
E382,Waste treatment and disposal,,
E3821,Treatment and disposal of non-hazardous waste,,
E3822,Treatment and disposal of hazardous waste,,
E383,Materials recovery,,
E3830,Materials recovery,,
E39,Remediation activities and other waste management services,,
E390,Remediation activities and other waste management services,,
E3900,Remediation activities and other waste management services,,
F,Construction,,
F41,Construction of buildings,,
F410,Construction of buildings,,
F4100,Construction of buildings,,
F42,Civil engineering,,
F421,Construction of roads and railways,,
F4210,Construction of roads and railways,,
F422,Construction of utility projects,,
F4220,Construction of utility projects,,
F429,Construction of other civil engineering projects,,
F4290,Construction of other civil engineering projects,,
F43,Specialized construction activities,,
F431,Demolition and site preparation,,
F4311,Demolition,,
F4312,Site preparation,,
F432,Electrical,,
F4321,Electrical installation,,
F4322,Plumbing,,
F4329,Other construction installation,,
F433,Building completion and finishing,,
F4330,Building completion and finishing,,
F439,Other specialized construction activities,,
F4390,Other specialized construction activities,,
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,,
G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,,
G451,Sale of motor vehicles,,
G4510,Sale of motor vehicles,,
G452,Maintenance and repair of motor vehicles,,
G4520,Maintenance and repair of motor vehicles,,
G453,Sale of motor vehicle parts and accessories,,
G4530,Sale of motor vehicle parts and accessories,,
G454,Sale,,
G4540,Sale,,
G46,Wholesale trade,,
G461,Wholesale on a fee or contract basis,,
G4610,Wholesale on a fee or contract basis,,
G462,Wholesale of agricultural raw materials and live animals,,
G4620,Wholesale of agricultural raw materials and live animals,,
G463,Wholesale of food,,
G4630,Wholesale of food,,
G464,Wholesale of household goods,,
G4641,Wholesale of textiles,,
G4649,Wholesale of other household goods,,
G465,Wholesale of machinery,,
G4651,Wholesale of computers,,
G4652,Wholesale of electronic and telecommunications equipment and parts,,
G4653,Wholesale of agricultural machinery,,
G4659,Wholesale of other machinery and equipment,,
G466,Other specialized wholesale,,
G4661,Wholesale of solid,,
G4662,Wholesale of metals and metal ores,,
G4663,Wholesale of construction materials," plumbing and heating equipment and supplies""",
G4669,Wholesale of waste and scrap and other products n.e.c.,,
G469,Non-specialized wholesale trade,,
G4690,Non-specialized wholesale trade,,
G47,Retail trade,,
G471,Retail sale in non-specialized stores,,
G4711,Retail sale in non-specialized stores with food,,
G4719,Other retail sale in non-specialized stores,,
G472,Retail sale of food,,
G4721,Retail sale of food in specialized stores,,
G4722,Retail sale of beverages in specialized stores,,
G4723,Retail sale of tobacco products in specialized stores,,
G473,Retail sale of automotive fuel in specialized stores,,
G4730,Retail sale of automotive fuel in specialized stores,,
G474,Retail sale of information and communications equipment in specialized stores,,
G4741,Retail sale of computers," software and telecommunications equipment in specialized stores""",
G4742,Retail sale of audio and video equipment in specialized stores,,
G475,Retail sale of other household equipment in specialized stores,,
G4751,Retail sale of textiles in specialized stores,,
G4752,Retail sale of hardware,,
G4753,Retail sale of carpets," wall and floor coverings in specialized stores""",
G4759,Retail sale of electrical household appliances," lighting equipment and other household articles in specialized stores""",
G476,Retail sale of cultural and recreation goods in specialized stores,,
G4761,Retail sale of books,,
G4762,Retail sale of music and video recordings in specialized stores,,
G4763,Retail sale of sporting equipment in specialized stores,,
G4764,Retail sale of games and toys in specialized stores,,
G477,Retail sale of other goods in specialized stores,,
G4771,Retail sale of clothing,,
G4772,Retail sale of pharmaceutical and medical goods,,
G4773,Other retail sale of new goods in specialized stores,,
G4774,Retail sale of second-hand goods,,
G478,Retail sale via stalls and markets,,
G4781,Retail sale via stalls and markets of food,,
G4782,Retail sale via stalls and markets of textiles,,
G4789,Retail sale via stalls and markets of other goods,,
G479,Retail trade not in stores,,
G4791,Retail sale via mail order houses or via Internet,,
G4799,Other retail sale not in stores,,
H,Transportation and storage,,
H49,Land transport and transport via pipelines,,
H491,Transport via railways,,
H4911,Passenger rail transport,,
H4912,Freight rail transport,,
H492,Other land transport,,
H4921,Urban and suburban passenger land transport,,
H4922,Other passenger land transport,,
H4923,Freight transport by road,,
H493,Transport via pipeline,,
H4930,Transport via pipeline,,
H50,Water transport,,
H501,Sea and coastal water transport,,
H5011,Sea and coastal passenger water transport,,
H5012,Sea and coastal freight water transport,,
H502,Inland water transport,,
H5021,Inland passenger water transport,,
H5022,Inland freight water transport,,
H51,Air transport,,
H511,Passenger air transport,,
H5110,Passenger air transport,,
H512,Freight air transport,,
H5120,Freight air transport,,
H52,Warehousing and support activities for transportation,,
H521,Warehousing and storage,,
H5210,Warehousing and storage,,
H522,Support activities for transportation,,
H5221,Service activities incidental to land transportation,,
H5222,Service activities incidental to water transportation,,
H5223,Service activities incidental to air transportation,,
H5224,Cargo handling,,
H5229,Other transportation support activities,,
H53,Postal and courier activities,,
H531,Postal activities,,
H5310,Postal activities,,
H532,Courier activities,,
H5320,Courier activities,,
I,Accommodation and food service activities,,
I55,Accommodation,,
I551,Short term accommodation activities,,
I5510,Short term accommodation activities,,
I552,Camping grounds,,
I5520,Camping grounds,,
I559,Other accommodation,,
I5590,Other accommodation,,
I56,Food and beverage service activities,,
I561,Restaurants and mobile food service activities,,
I5610,Restaurants and mobile food service activities,,
I562,Event catering and other food service activities,,
I5621,Event catering,,
I5629,Other food service activities,,
I563,Beverage serving activities,,
I5630,Beverage serving activities,,
J,Information and communication,,
J58,Publishing activities,,
J581,Publishing of books,,
J5811,Book publishing,,
J5812,Publishing of directories and mailing lists,,
J5813,Publishing of newspapers,,
J5819,Other publishing activities,,
J582,Software publishing,,
J5820,Software publishing,,
J59,Motion picture," sound recording and music publishing activities""",
J591,Motion picture,,
J5911,Motion picture,,
J5912,Motion picture,,
J5913,Motion picture,,
J5914,Motion picture projection activities,,
J592,Sound recording and music publishing activities,,
J5920,Sound recording and music publishing activities,,
J60,Programming and broadcasting activities,,
J601,Radio broadcasting,,
J6010,Radio broadcasting,,
J602,Television programming and broadcasting activities,,
J6020,Television programming and broadcasting activities,,
J61,Telecommunications,,
J611,Wired telecommunications activities,,
J6110,Wired telecommunications activities,,
J612,Wireless telecommunications activities,,
J6120,Wireless telecommunications activities,,
J613,Satellite telecommunications activities,,
J6130,Satellite telecommunications activities,,
J619,Other telecommunications activities,,
J6190,Other telecommunications activities,,
J62,Computer programming,,
J620,Computer programming,,
J6201,Computer programming activities,,
J6202,Computer consultancy and computer facilities management activities,,
J6209,Other information technology and computer service activities,,
J63,Information service activities,,
J631,Data processing,,
J6311,Data processing,,
J6312,Web portals,,
J639,Other information service activities,,
J6391,News agency activities,,
J6399,Other information service activities n.e.c.,,
K,Financial and insurance activities,,
K64,Financial service activities,,
K641,Monetary intermediation,,
K6411,Central banking,,
K6419,Other monetary intermediation,,
K642,Activities of holding companies,,
K6420,Activities of holding companies,,
K643,Trusts,,
K6430,Trusts,,
K649,Other financial service activities,,
K6491,Financial leasing,,
K6492,Other credit granting,,
K6499,Other financial service activities," n.e.c.""",
K65,Insurance," except compulsory social security""",
K651,Insurance,,
K6511,Life insurance,,
K6512,Non-life insurance,,
K652,Reinsurance,,
K6520,Reinsurance,,
K653,Pension funding,,
K6530,Pension funding,,
K66,Activities auxiliary to financial service and insurance activities,,
K661,Activities auxiliary to financial service activities,,
K6611,Administration of financial markets,,
K6612,Security and commodity contracts brokerage,,
K6619,Other activities auxiliary to financial service activities,,
K662,Activities auxiliary to insurance and pension funding,,
K6621,Risk and damage evaluation,,
K6622,Activities of insurance agents and brokers,,
K6629,Other activities auxiliary to insurance and pension funding,,
K663,Fund management activities,,
K6630,Fund management activities,,
L,Real estate activities,,
L68,Real estate activities,,
L681,Real estate activities with own or leased property,,
L6810,Real estate activities with own or leased property,,
L682,Real estate activities on a fee or contract basis,,
L6820,Real estate activities on a fee or contract basis,,
M,Professional,,
M69,Legal and accounting activities,,
M691,Legal activities,,
M6910,Legal activities,,
M692,Accounting,,
M6920,Accounting,,
M70,Activities of head offices; management consultancy activities,,
M701,Activities of head offices,,
M7010,Activities of head offices,,
M702,Management consultancy activities,,
M7020,Management consultancy activities,,
M71,Architectural and engineering activities; technical testing and analysis,,
M711,Architectural and engineering activities and related technical consultancy,,
M7110,Architectural and engineering activities and related technical consultancy,,
M712,Technical testing and analysis,,
M7120,Technical testing and analysis,,
M72,Scientific research and development,,
M721,Research and experimental development on natural sciences and engineering,,
M7210,Research and experimental development on natural sciences and engineering,,
M722,Research and experimental development on social sciences and humanities,,
M7220,Research and experimental development on social sciences and humanities,,
M73,Advertising and market research,,
M731,Advertising,,
M7310,Advertising,,
M732,Market research and public opinion polling,,
M7320,Market research and public opinion polling,,
M74,Other professional,,
M741,Specialized design activities,,
M7410,Specialized design activities,,
M742,Photographic activities,,
M7420,Photographic activities,,
M749,Other professional,,
M7490,Other professional,,
M75,Veterinary activities,,
M750,Veterinary activities,,
M7500,Veterinary activities,,
N,Administrative and support service activities,,
N77,Rental and leasing activities,,
N771,Renting and leasing of motor vehicles,,
N7710,Renting and leasing of motor vehicles,,
N772,Renting and leasing of personal and household goods,,
N7721,Renting and leasing of recreational and sports goods,,
N7722,Renting of video tapes and disks,,
N7729,Renting and leasing of other personal and household goods,,
N773,Renting and leasing of other machinery,,
N7730,Renting and leasing of other machinery,,
N774,Leasing of intellectual property and similar products,,
N7740,Leasing of intellectual property and similar products,,
N78,Employment activities,,
N781,Activities of employment placement agencies,,
N7810,Activities of employment placement agencies,,
N782,Temporary employment agency activities,,
N7820,Temporary employment agency activities,,
N783,Other human resources provision,,
N7830,Other human resources provision,,
N79,Travel agency," reservation service and related activities""",
N791,Travel agency and tour operator activities,,
N7911,Travel agency activities,,
N7912,Tour operator activities,,
N799,Other reservation service and related activities,,
N7990,Other reservation service and related activities,,
N80,Security and investigation activities,,
N801,Private security activities,,
N8010,Private security activities,,
N802,Security systems service activities,,
N8020,Security systems service activities,,
N803,Investigation activities,,
N8030,Investigation activities,,
N81,Services to buildings and landscape activities,,
N811,Combined facilities support activities,,
N8110,Combined facilities support activities,,
N812,Cleaning activities,,
N8121,General cleaning of buildings,,
N8129,Other building and industrial cleaning activities,,
N813,Landscape care and maintenance service activities,,
N8130,Landscape care and maintenance service activities,,
N82,Office administrative,,
N821,Office administrative and support activities,,
N8211,Combined office administrative service activities,,
N8219,Photocopying,,
N822,Activities of call centres,,
N8220,Activities of call centres,,
N823,Organization of conventions and trade shows,,
N8230,Organization of conventions and trade shows,,
N829,Business support service activities n.e.c.,,
N8291,Activities of collection agencies and credit bureaus,,
N8292,Packaging activities,,
N8299,Other business support service activities n.e.c.,,
O,Public administration and defence; compulsory social security,,
O84,Public administration and defence; compulsory social security,,
O841,Administration of the State and the economic and social policy of the community,,
O8411,General public administration activities,,
O8412,Regulation of the activities of providing health care, cultural services and other social services," excluding social security"""
O8413,Regulation of and contribution to more efficient operation of businesses,,
O842,Provision of services to the community as a whole,,
O8421,Foreign affairs,,
O8422,Defence activities,,
O8423,Public order and safety activities,,
O843,Compulsory social security activities,,
O8430,Compulsory social security activities,,
P,Education,,
P85,Education,,
P851,Pre-primary and primary education,,
P8510,Pre-primary and primary education,,
P852,Secondary education,,
P8521,General secondary education,,
P8522,Technical and vocational secondary education,,
P853,Higher education,,
P8530,Higher education,,
P854,Other education,,
P8541,Sports and recreation education,,
P8542,Cultural education,,
P8549,Other education n.e.c.,,
P855,Educational support activities,,
P8550,Educational support activities,,
Q,Human health and social work activities,,
Q86,Human health activities,,
Q861,Hospital activities,,
Q8610,Hospital activities,,
Q862,Medical and dental practice activities,,
Q8620,Medical and dental practice activities,,
Q869,Other human health activities,,
Q8690,Other human health activities,,
Q87,Residential care activities,,
Q871,Residential nursing care facilities,,
Q8710,Residential nursing care facilities,,
Q872,Residential care activities for mental retardation,,
Q8720,Residential care activities for mental retardation,,
Q873,Residential care activities for the elderly and disabled,,
Q8730,Residential care activities for the elderly and disabled,,
Q879,Other residential care activities,,
Q8790,Other residential care activities,,
Q88,Social work activities without accommodation,,
Q881,Social work activities without accommodation for the elderly and disabled,,
Q8810,Social work activities without accommodation for the elderly and disabled,,
Q889,Other social work activities without accommodation,,
Q8890,Other social work activities without accommodation,,
R,Arts,,
R90,Creative,,
R900,Creative,,
R9000,Creative,,
R91,Libraries," museums and other cultural activities""",
R910,Libraries," museums and other cultural activities""",
R9101,Library and archives activities,,
R9102,Museums activities and operation of historical sites and buildings,,
R9103,Botanical and zoological gardens and nature reserves activities,,
R92,Gambling and betting activities,,
R920,Gambling and betting activities,,
R9200,Gambling and betting activities,,
R93,Sports activities and amusement and recreation activities,,
R931,Sports activities,,
R9311,Operation of sports facilities,,
R9312,Activities of sports clubs,,
R9319,Other sports activities,,
R932,Other amusement and recreation activities,,
R9321,Activities of amusement parks and theme parks,,
R9329,Other amusement and recreation activities n.e.c.,,
S,Other service activities,,
S94,Activities of membership organizations,,
S941,Activities of business,,
S9411,Activities of business and employers membership organizations,,
S9412,Activities of professional membership organizations,,
S942,Activities of trade unions,,
S9420,Activities of trade unions,,
S949,Activities of other membership organizations,,
S9491,Activities of religious organizations,,
S9492,Activities of political organizations,,
S9499,Activities of other membership organizations n.e.c.,,
S95,Repair of computers and personal and household goods,,
S951,Repair of computers and communication equipment,,
S9511,Repair of computers and peripheral equipment,,
S9512,Repair of communication equipment,,
S952,Repair of personal and household goods,,
S9521,Repair of consumer electronics,,
S9522,Repair of household appliances and home and garden equipment,,
S9523,Repair of footwear and leather goods,,
S9524,Repair of furniture and home furnishings,,
S9529,Repair of other personal and household goods,,
S96,Other personal service activities,,
S960,Other personal service activities,,
S9601,Washing and (dry-) cleaning of textile and fur products,,
S9602,Hairdressing and other beauty treatment,,
S9603,Funeral and related activities,,
S9609,Other personal service activities n.e.c.,,
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,,
T97,Activities of households as employers of domestic personnel,,
T970,Activities of households as employers of domestic personnel,,
T9700,Activities of households as employers of domestic personnel,,
T98,Undifferentiated goods- and services-producing activities of private households for own use,,
T981,Undifferentiated goods-producing activities of private households for own use,,
T9810,Undifferentiated goods-producing activities of private households for own use,,
T982,Undifferentiated service-producing activities of private households for own use,,
T9820,Undifferentiated service-producing activities of private households for own use,,
U,Activities of extraterritorial organizations and bodies,,
U99,Activities of extraterritorial organizations and bodies,,
U990,Activities of extraterritorial organizations and bodies,,
U9900,Activities of extraterritorial organizations and bodies,,
V,No economic activity,,
W,Contracted (private sector),,
X,Contracted (public sector),,
