city_code,ciiu4n4,type,year_prev,year_current
20504.0,E3700,New,2007,2008
20504.0,S9420,New,2007,2008
20504.0,S9491,New,2007,2008
20505.0,A0150,New,2007,2008
20505.0,A0161,New,2007,2008
20505.0,A0163,New,2007,2008
20505.0,G4669,New,2007,2008
20505.0,G4730,New,2007,2008
20505.0,H4923,New,2007,2008
20505.0,I5510,New,2007,2008
20505.0,L6820,New,2007,2008
20505.0,O8411,New,2007,2008
20505.0,O8412,New,2007,2008
20505.0,O8423,New,2007,2008
20505.0,P8510,New,2007,2008
20505.0,Q8790,New,2007,2008
20505.0,S9420,New,2007,2008
20505.0,U9900,New,2007,2008
20506.0,H4921,New,2007,2008
20506.0,H4923,New,2007,2008
20506.0,O8423,New,2007,2008
20506.0,S9491,New,2007,2008
20601.0,A0128,New,2007,2008
20601.0,A0161,New,2007,2008
20601.0,H4922,New,2007,2008
20601.0,S9491,New,2007,2008
20602.0,H4921,New,2007,2008
20603.0,O8423,New,2007,2008
20603.0,S9420,New,2007,2008
20603.0,S9491,New,2007,2008
20604.0,Q8890,New,2007,2008
20604.0,S9420,New,2007,2008
20606.0,Q8720,New,2007,2008
20606.0,S9491,New,2007,2008
20607.0,H4922,New,2007,2008
20607.0,I5510,New,2007,2008
20607.0,S9491,New,2007,2008
20609.0,A0161,New,2007,2008
20610.0,O8412,New,2007,2008
20610.0,O8422,New,2007,2008
20610.0,O8423,New,2007,2008
20610.0,P8521,New,2007,2008
21001.0,M7020,New,2007,2008
21001.0,N8129,New,2007,2008
21001.0,Q8620,New,2007,2008
21001.0,Q8690,New,2007,2008
21001.0,S9491,New,2007,2008
21002.0,G4651,New,2007,2008
21002.0,Q8890,New,2007,2008
21003.0,A0240,New,2007,2008
21003.0,I5630,New,2007,2008
21004.0,C2591,New,2007,2008
21004.0,F4220,New,2007,2008
21004.0,H4922,New,2007,2008
21004.0,I5520,New,2007,2008
21004.0,K6499,New,2007,2008
21004.0,M7220,New,2007,2008
21004.0,S9411,New,2007,2008
21004.0,S9491,New,2007,2008
21006.0,A0114,New,2007,2008
21006.0,P8522,New,2007,2008
21006.0,S9420,New,2007,2008
21101.0,A0149,New,2007,2008
21101.0,B0810,New,2007,2008
21101.0,C1079,New,2007,2008
21101.0,C1101,New,2007,2008
21101.0,C2310,New,2007,2008
21101.0,C2395,New,2007,2008
21101.0,D3510,New,2007,2008
21101.0,F4100,New,2007,2008
21101.0,F4312,New,2007,2008
21101.0,F4330,New,2007,2008
21101.0,G4510,New,2007,2008
21101.0,G4530,New,2007,2008
21101.0,G4652,New,2007,2008
21101.0,G4659,New,2007,2008
21101.0,G4663,New,2007,2008
21101.0,G4690,New,2007,2008
21101.0,G4741,New,2007,2008
21101.0,G4751,New,2007,2008
21101.0,H4921,New,2007,2008
21101.0,H4922,New,2007,2008
21101.0,H5221,New,2007,2008
21101.0,I5510,New,2007,2008
21101.0,J5813,New,2007,2008
21101.0,K6419,New,2007,2008
21101.0,K6420,New,2007,2008
21101.0,L6820,New,2007,2008
21101.0,O8411,New,2007,2008
21101.0,O8412,New,2007,2008
21101.0,O8423,New,2007,2008
21101.0,P8510,New,2007,2008
21101.0,P8522,New,2007,2008
21101.0,P8549,New,2007,2008
21101.0,Q8620,New,2007,2008
21101.0,Q8690,New,2007,2008
21101.0,Q8720,New,2007,2008
21101.0,Q8730,New,2007,2008
21101.0,Q8790,New,2007,2008
21101.0,Q8890,New,2007,2008
21101.0,R9200,New,2007,2008
21101.0,S9411,New,2007,2008
21101.0,S9412,New,2007,2008
21101.0,S9420,New,2007,2008
21101.0,S9491,New,2007,2008
21101.0,S9603,New,2007,2008
21102.0,A0125,New,2007,2008
21102.0,G4610,New,2007,2008
21102.0,H5221,New,2007,2008
21103.0,A0163,New,2007,2008
21103.0,G4730,New,2007,2008
21103.0,M7210,New,2007,2008
21104.0,K6419,New,2007,2008
21104.0,O8423,New,2007,2008
21104.0,S9420,New,2007,2008
21105.0,F4100,New,2007,2008
21107.0,C1050,New,2007,2008
21107.0,O8423,New,2007,2008
21107.0,Q8730,New,2007,2008
21108.0,Q8620,New,2007,2008
21108.0,Q8720,New,2007,2008
21108.0,S9491,New,2007,2008
21109.0,M7210,New,2007,2008
21109.0,O8423,New,2007,2008
21109.0,Q8730,New,2007,2008
21110.0,Q8730,New,2007,2008
21111.0,F4210,New,2007,2008
21111.0,F4390,New,2007,2008
21111.0,G4661,New,2007,2008
21111.0,S9491,New,2007,2008
21112.0,A0111,New,2007,2008
21112.0,F4210,New,2007,2008
21113.0,F4100,New,2007,2008
21115.0,A0127,New,2007,2008
21701.0,C1040,New,2007,2008
21701.0,C2021,New,2007,2008
21701.0,C2420,New,2007,2008
21701.0,C3250,New,2007,2008
21701.0,C3313,New,2007,2008
21701.0,F4100,New,2007,2008
21701.0,G4649,New,2007,2008
21701.0,J5813,New,2007,2008
21701.0,J6020,New,2007,2008
21701.0,K6419,New,2007,2008
21701.0,K6520,New,2007,2008
21701.0,K6619,New,2007,2008
21701.0,N7820,New,2007,2008
21701.0,N7830,New,2007,2008
21701.0,N8219,New,2007,2008
21701.0,O8411,New,2007,2008
21701.0,O8413,New,2007,2008
21701.0,P8542,New,2007,2008
21701.0,Q8620,New,2007,2008
21701.0,Q8810,New,2007,2008
21701.0,S9492,New,2007,2008
21702.0,A0129,New,2007,2008
21702.0,A0161,New,2007,2008
21702.0,A0162,New,2007,2008
21702.0,H4922,New,2007,2008
21702.0,O8421,New,2007,2008
21703.0,C1030,New,2007,2008
21703.0,C1399,New,2007,2008
21703.0,C1520,New,2007,2008
21704.0,G4663,New,2007,2008
21704.0,H5229,New,2007,2008
21705.0,C2593,New,2007,2008
21705.0,C2640,New,2007,2008
21705.0,F4220,New,2007,2008
21707.0,A0141,New,2007,2008
21707.0,G4721,New,2007,2008
21707.0,I5510,New,2007,2008
21707.0,Q8790,New,2007,2008
21708.0,Q8620,New,2007,2008
21801.0,A0113,New,2007,2008
21801.0,G4773,New,2007,2008
21801.0,M7220,New,2007,2008
21801.0,M7320,New,2007,2008
21801.0,NOTI?,New,2007,2008
21801.0,Q8730,New,2007,2008
21802.0,A0312,New,2007,2008
21802.0,N7911,New,2007,2008
21802.0,O8411,New,2007,2008
21802.0,O8412,New,2007,2008
21802.0,O8423,New,2007,2008
21802.0,P8549,New,2007,2008
21802.0,Q8610,New,2007,2008
21802.0,Q8720,New,2007,2008
21802.0,S9411,New,2007,2008
21802.0,S9420,New,2007,2008
21802.0,S9491,New,2007,2008
21802.0,S9499,New,2007,2008
21803.0,C3240,New,2007,2008
21803.0,N8129,New,2007,2008
21804.0,A0161,New,2007,2008
21805.0,A0113,New,2007,2008
21805.0,A0129,New,2007,2008
21805.0,C1104,New,2007,2008
21805.0,P8549,New,2007,2008
21805.0,Q8810,New,2007,2008
21805.0,S9420,New,2007,2008
21806.0,A0121,New,2007,2008
21806.0,E3600,New,2007,2008
21806.0,Q8720,New,2007,2008
21806.0,S9420,New,2007,2008
21807.0,A0146,New,2007,2008
21807.0,C2710,New,2007,2008
21807.0,G4759,New,2007,2008
21807.0,Q8720,New,2007,2008
21808.0,A0312,New,2007,2008
21808.0,G4651,New,2007,2008
21808.0,H5310,New,2007,2008
21808.0,N8129,New,2007,2008
22301.0,A0145,New,2007,2008
22301.0,B0891,New,2007,2008
22301.0,C1623,New,2007,2008
22301.0,C2219,New,2007,2008
22301.0,C2310,New,2007,2008
22301.0,C2391,New,2007,2008
22301.0,C2392,New,2007,2008
22301.0,C2431,New,2007,2008
22301.0,D3510,New,2007,2008
22301.0,F4210,New,2007,2008
22301.0,G4520,New,2007,2008
22301.0,G4620,New,2007,2008
22301.0,G4649,New,2007,2008
22301.0,G4652,New,2007,2008
22301.0,G4653,New,2007,2008
22301.0,G4663,New,2007,2008
22301.0,G4741,New,2007,2008
22301.0,J5813,New,2007,2008
22301.0,N8010,New,2007,2008
22301.0,P8522,New,2007,2008
22301.0,P8530,New,2007,2008
22301.0,Q8610,New,2007,2008
22301.0,Q8690,New,2007,2008
22301.0,S9491,New,2007,2008
22301.0,S9603,New,2007,2008
22302.0,H4922,New,2007,2008
31401.0,A0164,New,2007,2008
31401.0,A0220,New,2007,2008
31401.0,G4663,New,2007,2008
31401.0,H4922,New,2007,2008
31401.0,L6810,New,2007,2008
31402.0,H4922,New,2007,2008
31402.0,S9491,New,2007,2008
31403.0,Q8720,New,2007,2008
31404.0,F4100,New,2007,2008
31404.0,P8510,New,2007,2008
31405.0,H4923,New,2007,2008
31406.0,H4922,New,2007,2008
31406.0,L6820,New,2007,2008
31406.0,M7110,New,2007,2008
31406.0,Q8620,New,2007,2008
31406.0,S9412,New,2007,2008
31406.0,S9491,New,2007,2008
31408.0,B0810,New,2007,2008
31409.0,F4100,New,2007,2008
31409.0,F4220,New,2007,2008
31409.0,Q8620,New,2007,2008
31409.0,S9491,New,2007,2008
31409.0,S9499,New,2007,2008
31501.0,G4663,New,2007,2008
31501.0,H4923,New,2007,2008
31501.0,N8010,New,2007,2008
31501.0,S9491,New,2007,2008
31504.0,H4922,New,2007,2008
31507.0,O8412,New,2007,2008
31601.0,C2610,New,2007,2008
31601.0,F4100,New,2007,2008
31601.0,G4652,New,2007,2008
31601.0,K6419,New,2007,2008
31601.0,R9103,New,2007,2008
31601.0,S9411,New,2007,2008
31601.0,S9491,New,2007,2008
31602.0,H4922,New,2007,2008
31602.0,O8423,New,2007,2008
31603.0,H4923,New,2007,2008
31603.0,Q8790,New,2007,2008
31604.0,Q8810,New,2007,2008
31604.0,S9499,New,2007,2008
31901.0,A0322,New,2007,2008
31901.0,F4321,New,2007,2008
31901.0,G4711,New,2007,2008
31901.0,H4922,New,2007,2008
31901.0,S9491,New,2007,2008
31902.0,L6820,New,2007,2008
31902.0,Q8790,New,2007,2008
31902.0,S9491,New,2007,2008
31903.0,S9420,New,2007,2008
31905.0,F4210,New,2007,2008
31905.0,S9499,New,2007,2008
31906.0,G4540,New,2007,2008
31907.0,C1050,New,2007,2008
31907.0,O8423,New,2007,2008
31907.0,Q8730,New,2007,2008
31908.0,S9411,New,2007,2008
32101.0,H4921,New,2007,2008
32101.0,M7110,New,2007,2008
32101.0,N7820,New,2007,2008
32101.0,Q8620,New,2007,2008
32101.0,Q8810,New,2007,2008
32101.0,S9491,New,2007,2008
32102.0,S9420,New,2007,2008
32104.0,N7810,New,2007,2008
32104.0,O8412,New,2007,2008
32105.0,A0163,New,2007,2008
32106.0,F4390,New,2007,2008
32106.0,G4630,New,2007,2008
32106.0,Q8810,New,2007,2008
32107.0,A0162,New,2007,2008
32201.0,C2812,New,2007,2008
32201.0,F4220,New,2007,2008
32201.0,G4520,New,2007,2008
32201.0,H4922,New,2007,2008
32201.0,N7730,New,2007,2008
32201.0,N7820,New,2007,2008
32201.0,Q8620,New,2007,2008
32201.0,S9491,New,2007,2008
32202.0,H5021,New,2007,2008
32202.0,Q8790,New,2007,2008
32204.0,H4922,New,2007,2008
32204.0,H4923,New,2007,2008
32204.0,O8423,New,2007,2008
42001.0,O8412,New,2007,2008
42001.0,Q8620,New,2007,2008
42001.0,S9491,New,2007,2008
42002.0,J6110,New,2007,2008
42002.0,O8413,New,2007,2008
42003.0,H5229,New,2007,2008
42003.0,I5520,New,2007,2008
42003.0,S9609,New,2007,2008
10701.0,A0128,New,2008,2009
10701.0,A0145,New,2008,2009
10701.0,B0710,New,2008,2009
10701.0,B0722,New,2008,2009
10701.0,B0810,New,2008,2009
10701.0,C2420,New,2008,2009
10701.0,C2511,New,2008,2009
10701.0,F4390,New,2008,2009
10701.0,G4652,New,2008,2009
10701.0,G4662,New,2008,2009
10701.0,G4663,New,2008,2009
10701.0,G4669,New,2008,2009
10701.0,G4741,New,2008,2009
10701.0,G4742,New,2008,2009
10701.0,G4759,New,2008,2009
10701.0,H5120,New,2008,2009
10701.0,H5224,New,2008,2009
10701.0,H5229,New,2008,2009
10701.0,I5510,New,2008,2009
10701.0,I5629,New,2008,2009
10701.0,J5813,New,2008,2009
10701.0,J6190,New,2008,2009
10701.0,K6430,New,2008,2009
10701.0,O8411,New,2008,2009
10701.0,O8412,New,2008,2009
10701.0,R9311,New,2008,2009
10702.0,N7911,New,2008,2009
10702.0,O8422,New,2008,2009
10702.0,P8521,New,2008,2009
10703.0,O8423,New,2008,2009
10703.0,S9499,New,2008,2009
10706.0,A0112,New,2008,2009
10706.0,C2013,New,2008,2009
10707.0,G4659,New,2008,2009
10707.0,G4690,New,2008,2009
10707.0,P8522,New,2008,2009
10708.0,E3811,New,2008,2009
10708.0,H5221,New,2008,2009
10709.0,A0146,New,2008,2009
10709.0,F4100,New,2008,2009
10709.0,G4653,New,2008,2009
10709.0,H4923,New,2008,2009
10709.0,J6190,New,2008,2009
10709.0,O8422,New,2008,2009
10709.0,R9311,New,2008,2009
10710.0,C1010,New,2008,2009
10710.0,G4752,New,2008,2009
10710.0,G4753,New,2008,2009
10711.0,N7730,New,2008,2009
10711.0,S9491,New,2008,2009
10712.0,S9603,New,2008,2009
10713.0,Q8890,New,2008,2009
10714.0,A0163,New,2008,2009
10714.0,O8412,New,2008,2009
10714.0,S9420,New,2008,2009
10801.0,A0126,New,2008,2009
10801.0,B0891,New,2008,2009
10801.0,C2395,New,2008,2009
10801.0,F4322,New,2008,2009
10801.0,F4330,New,2008,2009
10801.0,G4663,New,2008,2009
10801.0,G4721,New,2008,2009
10801.0,G4730,New,2008,2009
10801.0,G4759,New,2008,2009
10801.0,G4772,New,2008,2009
10801.0,G4773,New,2008,2009
10801.0,H4923,New,2008,2009
10801.0,H5221,New,2008,2009
10801.0,N8010,New,2008,2009
10801.0,N8129,New,2008,2009
10801.0,O8411,New,2008,2009
10801.0,O8412,New,2008,2009
10801.0,O8413,New,2008,2009
10801.0,O8422,New,2008,2009
10801.0,O8423,New,2008,2009
10801.0,O8430,New,2008,2009
10801.0,P8521,New,2008,2009
10801.0,P8530,New,2008,2009
10801.0,P8549,New,2008,2009
10801.0,Q8890,New,2008,2009
10801.0,R9101,New,2008,2009
10801.0,R9321,New,2008,2009
10801.0,S9492,New,2008,2009
10801.0,S9603,New,2008,2009
10801.0,S9609,New,2008,2009
10802.0,O8411,New,2008,2009
10802.0,Q8610,New,2008,2009
10802.0,S9420,New,2008,2009
10803.0,G4730,New,2008,2009
10803.0,N8129,New,2008,2009
10803.0,O8411,New,2008,2009
10803.0,O8412,New,2008,2009
10803.0,P8510,New,2008,2009
10803.0,P8521,New,2008,2009
10803.0,S9492,New,2008,2009
10804.0,A0150,New,2008,2009
10804.0,A0210,New,2008,2009
10804.0,C1010,New,2008,2009
10804.0,G4730,New,2008,2009
10804.0,G4752,New,2008,2009
10804.0,O8430,New,2008,2009
10804.0,S9492,New,2008,2009
10805.0,A0210,New,2008,2009
10805.0,P8521,New,2008,2009
10806.0,A0145,New,2008,2009
10806.0,G4711,New,2008,2009
10806.0,L6820,New,2008,2009
10806.0,O8412,New,2008,2009
10806.0,O8430,New,2008,2009
10806.0,P8510,New,2008,2009
10806.0,Q8610,New,2008,2009
10806.0,S9491,New,2008,2009
10806.0,S9492,New,2008,2009
10807.0,O8412,New,2008,2009
10807.0,S9420,New,2008,2009
10901.0,A0127,New,2008,2009
10901.0,A0150,New,2008,2009
10901.0,C2740,New,2008,2009
10901.0,C2812,New,2008,2009
10901.0,C3313,New,2008,2009
10901.0,G4520,New,2008,2009
10901.0,G4610,New,2008,2009
10901.0,G4711,New,2008,2009
10901.0,G4723,New,2008,2009
10901.0,K6611,New,2008,2009
10901.0,N8230,New,2008,2009
10901.0,Q8790,New,2008,2009
10901.0,R9311,New,2008,2009
10902.0,S9491,New,2008,2009
10903.0,C2012,New,2008,2009
10904.0,A0210,New,2008,2009
10904.0,R9311,New,2008,2009
10905.0,A0161,New,2008,2009
10906.0,B0721,New,2008,2009
10906.0,G4620,New,2008,2009
10906.0,S9411,New,2008,2009
